variable,variable_num
stop_points_location_jandairis.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.eastern_kwaires..rasm_haram_el_imam.tadaf.khanaser.mare.nabul.suran.ghandorah.jarablus.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.menbij.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.amuda.quamishli.ras_al_ain.ar_raqqa.sabka.al_thawrah.jurneyyeh.mansura.al_mayadin.ashara.thiban.khasham.kisreh.muhasan.tabni.other,
stop_points_location_jandairis.ma_btali.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.a_rima.aghtrin.azaz.nabul.suran.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.zarbah.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.ya_robiyah.quamishli.tal_hmis.ar_raqqa.karama.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.abu_kamal.ashara.thiban.basira.khasham.kisreh.muhasan,
stop_points_location_jandairis.ma_btali.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.aghtrin.suran.ghandorah.daret_azza.haritan.jebel_saman.tall_ed_daman.zarbah.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ar_raqqa.jurneyyeh.ein_issa.suluk.tell_abiad.abu_kamal.hajin.al_mayadin.kisreh.sur.other,
stop_points_location_jandairis.ma_btali.raju.sheikh_el_hadid.ain_al_arab.sarin.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.khanaser.aghtrin.azaz.mare.nabul.ghandorah.jarablus.atareb.daret_azza.hadher.jebel_saman.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.tal_tamer.ya_robiyah.tal_hmis.darbasiyah.karama.maadan.sabka.al_thawrah.jurneyyeh.ein_issa.suluk.susat.al_mayadin.basira.deir_ez_zor.khasham.kisreh.sur,
stop_points_location_jandairis.ma_btali.sharan.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.aghtrin.azaz.jarablus.hadher.haritan.abu_qalqal.maskana.menbij.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.qahtaniyyeh.quamishli.tal_hmis.maadan.al_thawrah.jurneyyeh.mansura.tell_abiad.abu_kamal.al_mayadin.thiban.basira.sur,
stop_points_location_jandairis.ma_btali.sharan.sheikh_el_hadid.ain_al_arab.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.tadaf.banan.khanaser.suran.tall_refaat.atareb.hadher.haritan.jebel_saman.abu_qalqal.maskana.menbij.al_hasakeh.areesheh.hole.tal_tamer.al_malikeyyeh.jawadiyah.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.al_thawrah.ein_issa.tell_abiad.jalaa.ashara.thiban.khasham.kisreh.muhasan.sur,
stop_points_location_jandairis.ma_btali.sharan.sheikh_el_hadid.lower_shyookh.sarin.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.khanaser.aghtrin.nabul.suran.tall_refaat.jarablus.daret_azza.hadher.haritan.jebel_saman.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.al_thawrah.jurneyyeh.mansura.suluk.tell_abiad.abu_kamal.hajin.susat.thiban.deir_ez_zor.khasham.muhasan.sur.tabni,
stop_points_location_jandairis.ma_btali.sheikh_el_hadid.lower_shyookh.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.azaz.mare.tall_refaat.ghandorah.jarablus.atareb.haritan.tall_ed_daman.al_khafsa.maskana.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.ya_robiyah.amuda.quamishli.tal_hmis.karama.maadan.sabka.al_thawrah.jurneyyeh.mansura.tell_abiad.abu_kamal.hajin.susat.deir_ez_zor.muhasan.sur.tabni.other,
stop_points_location_jandairis.raju.ain_al_arab.lower_shyookh.sarin.a_rima.ar_raee.dayr_hafir.eastern_kwaires..banan.azaz.nabul.tall_refaat.ghandorah.hadher.haritan.zarbah.al_khafsa.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.shadadah.amuda.qahtaniyyeh.tal_hmis.darbasiyah.maadan.al_thawrah.ein_issa.abu_kamal.hajin.al_mayadin.ashara.thiban.basira.kisreh.muhasan.sur,
stop_points_location_jandairis.raju.lower_shyookh.al_bab.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.hajeb.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.hole.shadadah.al_malikeyyeh.ya_robiyah.amuda.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.maadan.sabka.ein_issa.hajin.susat.basira.khasham.muhasan.sur.tabni.other,
stop_points_location_jandairis.raju.sharan.sarin.al_bab.a_rima.dayr_hafir.rasm_haram_el_imam.as_safira.banan.aghtrin.mare.nabul.suran.ghandorah.daret_azza.hadher.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.menbij.hole.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.darbasiyah.ras_al_ain.karama.sabka.jurneyyeh.ein_issa.tell_abiad.abu_kamal.jalaa.ashara.thiban.kisreh.muhasan.sur.tabni,
stop_points_location_jandairis.raju.sharan.sarin.dayr_hafir.eastern_kwaires..tadaf.banan.khanaser.azaz.mare.nabul.ghandorah.daret_azza.hadher.jebel_saman.zarbah.maskana.menbij.areesheh.hole.shadadah.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.tal_hmis.ras_al_ain.ar_raqqa.sabka.al_thawrah.mansura.suluk.tell_abiad.abu_kamal.hajin.jalaa.al_mayadin.ashara.basira.deir_ez_zor.khasham.kisreh.muhasan.other,
stop_points_location_jandairis.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.dayr_hafir.eastern_kwaires..tadaf.as_safira.hajeb.khanaser.aghtrin.azaz.mare.suran.jarablus.daret_azza.haritan.zarbah.al_khafsa.maskana.menbij.al_hasakeh.hole.markada.tal_tamer.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.al_thawrah.jurneyyeh.abu_kamal.hajin.jalaa.susat.other,
stop_points_location_jandairis.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.al_bab.eastern_kwaires..tadaf.as_safira.hajeb.aghtrin.azaz.mare.nabul.suran.tall_refaat.jarablus.daret_azza.abu_qalqal.menbij.al_hasakeh.amuda.darbasiyah.ar_raqqa.ein_issa.abu_kamal.hajin.jalaa.susat.ashara.thiban.sur,
stop_points_location_jandairis.raju.sheikh_el_hadid.ain_al_arab.sarin.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.aghtrin.azaz.mare.tall_refaat.atareb.daret_azza.haritan.zarbah.abu_qalqal.al_khafsa.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.ya_robiyah.amuda.ar_raqqa.jurneyyeh.ein_issa.tell_abiad.al_mayadin.ashara.thiban.deir_ez_zor.kisreh.other,
stop_points_location_jandairis.raju.sheikh_el_hadid.lower_shyookh.sarin.al_bab.a_rima.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.hajeb.aghtrin.azaz.mare.nabul.tall_refaat.ghandorah.jarablus.hadher.jebel_saman.maskana.areesheh.hole.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.jurneyyeh.mansura.suluk.tell_abiad.al_mayadin,
stop_points_location_jandairis.sharan.al_bab.a_rima.ar_raee.rasm_haram_el_imam.banan.hajeb.khanaser.mare.nabul.tall_refaat.jarablus.daret_azza.haritan.jebel_saman.tall_ed_daman.maskana.hole.markada.shadadah.tal_tamer.tal_hmis.ras_al_ain.karama.maadan.ein_issa.tell_abiad.susat.khasham,
stop_points_location_jandairis.sharan.lower_shyookh.al_bab.rasm_haram_el_imam.tadaf.banan.azaz.mare.suran.tall_refaat.ghandorah.jarablus.atareb.jebel_saman.tall_ed_daman.al_khafsa.maskana.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.qahtaniyyeh.darbasiyah.ar_raqqa.maadan.sabka.al_thawrah.jurneyyeh.jalaa.thiban.basira.khasham.kisreh.muhasan.sur,
stop_points_location_jandairis.sharan.sheikh_el_hadid.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..hajeb.mare.tall_ed_daman.menbij.al_hasakeh.areesheh.jawadiyah.ya_robiyah.amuda.darbasiyah.ras_al_ain.ar_raqqa.karama.tell_abiad.abu_kamal.hajin.susat.al_mayadin.ashara.thiban.basira.khasham.muhasan.tabni,
stop_points_location_jandairis.sharan.sheikh_el_hadid.al_bab.rasm_haram_el_imam.as_safira.hajeb.aghtrin.azaz.suran.daret_azza.haritan.tall_ed_daman.al_khafsa.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.al_malikeyyeh.qahtaniyyeh.darbasiyah.al_thawrah.ein_issa.suluk.hajin.al_mayadin.ashara.deir_ez_zor.kisreh.muhasan,
stop_points_location_jandairis.sharan.sheikh_el_hadid.lower_shyookh.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.aghtrin.azaz.nabul.ghandorah.atareb.hadher.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.maskana.menbij.al_hasakeh.areesheh.shadadah.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.jurneyyeh.mansura.ein_issa.tell_abiad.jalaa.susat.al_mayadin.ashara.thiban.basira.deir_ez_zor.khasham.kisreh.muhasan.sur.other,
stop_points_location_jandairis.sheikh_el_hadid.ain_al_arab.sarin.al_bab.eastern_kwaires..tadaf.banan.mare.nabul.tall_refaat.ghandorah.jarablus.daret_azza.hadher.jebel_saman.tall_ed_daman.abu_qalqal.maskana.al_hasakeh.hole.shadadah.tal_tamer.amuda.qahtaniyyeh.tal_hmis.darbasiyah.ar_raqqa.karama.maadan.sabka.jurneyyeh.abu_kamal.hajin.jalaa.ashara.basira.deir_ez_zor.khasham.kisreh.muhasan,
stop_points_location_ma_btali.ain_al_arab.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.khanaser.aghtrin.azaz.mare.nabul.suran.ghandorah.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.menbij.ber_al_hulo_al_wardeyyeh.markada.shadadah.al_malikeyyeh.jawadiyah.amuda.tal_hmis.ras_al_ain.ar_raqqa.maadan.sabka.al_thawrah.suluk.tell_abiad.abu_kamal.jalaa.susat.ashara.thiban.basira.khasham.muhasan.other,
stop_points_location_ma_btali.lower_shyookh.a_rima.ar_raee.eastern_kwaires..tadaf.hajeb.khanaser.aghtrin.azaz.mare.tall_refaat.atareb.hadher.tall_ed_daman.zarbah.abu_qalqal.menbij.al_hasakeh.areesheh.shadadah.tal_tamer.jawadiyah.amuda.quamishli.tal_hmis.darbasiyah.ras_al_ain.al_thawrah.jurneyyeh.mansura.hajin.susat.thiban.basira,
stop_points_location_ma_btali.raju.ain_al_arab.sarin.ar_raee.hajeb.aghtrin.mare.nabul.suran.tall_refaat.jarablus.atareb.hadher.tall_ed_daman.abu_qalqal.ber_al_hulo_al_wardeyyeh.hole.tal_tamer.quamishli.darbasiyah.ras_al_ain.ar_raqqa.maadan.al_thawrah.suluk.tell_abiad.jalaa.al_mayadin.ashara.thiban.khasham.kisreh.muhasan.sur,
stop_points_location_ma_btali.raju.lower_shyookh.sarin.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.khanaser.aghtrin.azaz.suran.tall_refaat.jarablus.al_khafsa.maskana.al_hasakeh.areesheh.hole.markada.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.qahtaniyyeh.darbasiyah.ar_raqqa.al_thawrah.mansura.suluk.hajin.jalaa.al_mayadin.ashara.deir_ez_zor.muhasan.sur.tabni,
stop_points_location_ma_btali.raju.sarin.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.hajeb.khanaser.aghtrin.azaz.mare.tall_refaat.ghandorah.jarablus.hadher.tall_ed_daman.zarbah.al_khafsa.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.tal_tamer.jawadiyah.ya_robiyah.amuda.darbasiyah.karama.sabka.mansura.ein_issa.suluk.al_mayadin.basira.deir_ez_zor.kisreh.muhasan.sur,
stop_points_location_ma_btali.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.a_rima.dayr_hafir.eastern_kwaires..as_safira.khanaser.azaz.nabul.suran.tall_refaat.ghandorah.hadher.abu_qalqal.al_khafsa.menbij.al_hasakeh.markada.tal_tamer.al_malikeyyeh.ya_robiyah.ar_raqqa.jurneyyeh.suluk.tell_abiad.abu_kamal.hajin.jalaa.thiban.deir_ez_zor.khasham,
stop_points_location_ma_btali.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.ar_raee.as_safira.banan.suran.tall_refaat.ghandorah.jarablus.atareb.haritan.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.menbij.markada.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.tal_hmis.ar_raqqa.maadan.mansura.ein_issa.tell_abiad.hajin.jalaa.susat.al_mayadin.thiban.khasham,
stop_points_location_ma_btali.sharan.ain_al_arab.al_bab.dayr_hafir.hajeb.khanaser.aghtrin.mare.suran.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.tall_ed_daman.al_khafsa.maskana.menbij.markada.tal_tamer.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.sabka.jurneyyeh.ein_issa.suluk.tell_abiad.abu_kamal.hajin.jalaa.susat.ashara.thiban.basira.khasham.kisreh.sur,
stop_points_location_ma_btali.sharan.ar_raee.as_safira.mare.nabul.suran.ghandorah.jarablus.atareb.jebel_saman.tall_ed_daman.maskana.menbij.al_hasakeh.hole.markada.shadadah.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.tal_hmis.ras_al_ain.ar_raqqa.jurneyyeh.tell_abiad.abu_kamal.hajin.basira.muhasan.sur.tabni.other,
stop_points_location_ma_btali.sharan.lower_shyookh.sarin.al_bab.a_rima.eastern_kwaires..tadaf.as_safira.banan.aghtrin.azaz.suran.ghandorah.jarablus.daret_azza.jebel_saman.zarbah.ber_al_hulo_al_wardeyyeh.shadadah.jawadiyah.ya_robiyah.quamishli.ras_al_ain.ar_raqqa.karama.sabka.jurneyyeh.abu_kamal.jalaa.susat.ashara.thiban.deir_ez_zor.khasham.kisreh.muhasan.sur.other,
stop_points_location_ma_btali.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.ar_raee.rasm_haram_el_imam.banan.hajeb.khanaser.azaz.nabul.tall_refaat.jarablus.daret_azza.hadher.haritan.jebel_saman.zarbah.maskana.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.jawadiyah.ya_robiyah.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.jurneyyeh.mansura.suluk.jalaa.ashara.basira.deir_ez_zor.muhasan.other,
stop_points_location_ma_btali.sharan.sheikh_el_hadid.eastern_kwaires..tadaf.banan.khanaser.mare.nabul.suran.daret_azza.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.al_hasakeh.areesheh.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.qahtaniyyeh.darbasiyah.ar_raqqa.karama.maadan.al_thawrah.mansura.suluk.hajin.jalaa.susat.al_mayadin.ashara.deir_ez_zor.kisreh.muhasan.sur,
stop_points_location_raju.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.aghtrin.azaz.mare.nabul.suran.ghandorah.atareb.tall_ed_daman.zarbah.al_khafsa.menbij.areesheh.shadadah.tal_tamer.jawadiyah.ya_robiyah.karama.al_thawrah.tell_abiad.hajin.jalaa.ashara.khasham.kisreh.muhasan.sur.other,
stop_points_location_raju.lower_shyookh.sarin.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.khanaser.mare.suran.jarablus.atareb.hadher.haritan.jebel_saman.abu_qalqal.al_khafsa.maskana.areesheh.ber_al_hulo_al_wardeyyeh.markada.al_malikeyyeh.ya_robiyah.amuda.tal_hmis.darbasiyah.ras_al_ain.al_thawrah.mansura.ein_issa.suluk.tell_abiad.hajin.al_mayadin.ashara.thiban.basira.deir_ez_zor.sur.tabni.other,
stop_points_location_raju.sharan.ain_al_arab.al_bab.rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.aghtrin.azaz.nabul.tall_refaat.ghandorah.jarablus.atareb.jebel_saman.tall_ed_daman.al_khafsa.shadadah.ya_robiyah.amuda.quamishli.ras_al_ain.ar_raqqa.karama.maadan.sabka.al_thawrah.mansura.ein_issa.suluk.abu_kamal.jalaa.susat.al_mayadin.kisreh.sur.other,
stop_points_location_raju.sharan.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.khanaser.aghtrin.azaz.mare.suran.jarablus.atareb.tall_ed_daman.abu_qalqal.al_khafsa.maskana.menbij.hole.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.maadan.ein_issa.tell_abiad.abu_kamal.hajin.ashara.thiban.basira.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_raju.sharan.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.aghtrin.azaz.mare.suran.ghandorah.hadher.haritan.areesheh.ber_al_hulo_al_wardeyyeh.tal_tamer.jawadiyah.ya_robiyah.amuda.quamishli.ras_al_ain.ar_raqqa.maadan.jurneyyeh.mansura.tell_abiad.abu_kamal.hajin.susat.al_mayadin.ashara.basira.muhasan.sur.tabni,
stop_points_location_raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.hajeb.khanaser.nabul.suran.tall_refaat.ghandorah.hadher.haritan.maskana.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.amuda.quamishli.darbasiyah.ras_al_ain.ar_raqqa.karama.sabka.mansura.ein_issa.abu_kamal.hajin.ashara.thiban.deir_ez_zor.kisreh.muhasan.tabni,
stop_points_location_raju.sheikh_el_hadid.ain_al_arab.sarin.ar_raee.dayr_hafir.eastern_kwaires..tadaf.as_safira.banan.khanaser.azaz.mare.tall_refaat.ghandorah.daret_azza.jebel_saman.zarbah.maskana.areesheh.tal_tamer.jawadiyah.ya_robiyah.amuda.quamishli.darbasiyah.maadan.sabka.mansura.suluk.tell_abiad.abu_kamal.susat.al_mayadin.thiban.khasham.kisreh.sur,
stop_points_location_raju.sheikh_el_hadid.lower_shyookh.sarin.al_bab.a_rima.eastern_kwaires..as_safira.mare.nabul.jarablus.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.maskana.menbij.hole.shadadah.al_malikeyyeh.quamishli.tal_hmis.ras_al_ain.karama.al_thawrah.jurneyyeh.mansura.suluk.abu_kamal.hajin.jalaa.al_mayadin.ashara.deir_ez_zor.muhasan.sur,
stop_points_location_sharan.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.khanaser.jarablus.daret_azza.hadher.tall_ed_daman.maskana.areesheh.markada.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.karama.maadan.sabka.ein_issa.suluk.hajin.al_mayadin.ashara.thiban.basira.khasham.kisreh.tabni,
stop_points_location_sharan.sheikh_el_hadid.lower_shyookh.dayr_hafir.eastern_kwaires..tadaf.as_safira.hajeb.khanaser.aghtrin.azaz.jarablus.atareb.daret_azza.hadher.zarbah.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.tal_tamer.jawadiyah.tal_hmis.ar_raqqa.jurneyyeh.ein_issa.suluk.al_mayadin.thiban.deir_ez_zor.khasham.muhasan.tabni.other,
transport_other.1,
difficulties_Dangerous_river_crossing..heat_strong_sun.blocked_routes.sleep_open.other,
difficulties_heat_strong_sun.risk_of_direct_shooting.travelling_children_elderly.sleep_open.dont_know,
difficulties_heat_strong_sun.Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.dont_know,
difficulties_heat_strong_sun.travelling_children_elderly.blocked_routes.other,
difficulties_no_food.Dangerous_river_crossing..heat_strong_sun.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.sleep_open.none.other,
difficulties_no_food.Dangerous_river_crossing..heat_strong_sun.travelling_children_elderly.travelling_disabled_ill.sleep_open,
difficulties_no_food.Dangerous_river_crossing..risk_of_direct_shooting.sleep_open.none.other,
difficulties_no_food.no_money.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.travelling_children_elderly.dont_know,
difficulties_no_food.no_money.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.travelling_disabled_ill.blocked_routes.sleep_open.dont_know,
difficulties_no_food.no_money.risk_of_airstrike.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.none.other,
difficulties_no_food.no_money.risk_of_airstrike.Dangerous_river_crossing..Risk_of_indirect_fire..travelling_disabled_ill.sleep_open.dont_know.none,
difficulties_no_food.no_money.risk_of_airstrike.heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.blocked_routes.none.other,
difficulties_no_food.no_money.risk_of_airstrike.heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.blocked_routes.sleep_open.none.other,
difficulties_no_food.no_money.risk_of_airstrike.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.dont_know,
difficulties_no_food.no_money.risk_of_airstrike.risk_of_direct_shooting.travelling_children_elderly.travelling_disabled_ill.blocked_routes.none.other,
difficulties_no_food.no_money.risk_of_airstrike.Risk_of_indirect_fire..travelling_disabled_ill.blocked_routes.dont_know.none.other,
difficulties_no_food.no_money.risk_of_direct_shooting.Risk_of_indirect_fire..dont_know,
difficulties_no_food.no_money.Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.sleep_open.none,
difficulties_no_food.no_money.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.sleep_open.none,
difficulties_no_food.no_money.risk_of_mines.Dangerous_river_crossing..heat_strong_sun.Risk_of_indirect_fire..travelling_disabled_ill.blocked_routes.none,
difficulties_no_food.no_money.risk_of_mines.Dangerous_river_crossing..risk_of_direct_shooting.dont_know.other,
difficulties_no_food.no_money.risk_of_mines.Dangerous_river_crossing..Risk_of_indirect_fire..sleep_open.dont_know,
difficulties_no_food.no_money.risk_of_mines.heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_disabled_ill.none,
difficulties_no_food.no_money.risk_of_mines.heat_strong_sun.risk_of_direct_shooting.travelling_children_elderly.blocked_routes.sleep_open.dont_know.none,
difficulties_no_food.no_money.risk_of_mines.heat_strong_sun.risk_of_direct_shooting.travelling_disabled_ill.blocked_routes.sleep_open.dont_know,
difficulties_no_food.no_money.risk_of_mines.heat_strong_sun.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.blocked_routes.sleep_open.dont_know.none,
difficulties_no_food.no_money.risk_of_mines.heat_strong_sun.travelling_children_elderly.travelling_disabled_ill.dont_know.none,
difficulties_no_food.no_money.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_disabled_ill.sleep_open.dont_know.none.other,
difficulties_no_food.no_money.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..risk_of_direct_shooting.travelling_disabled_ill.sleep_open.dont_know.other,
difficulties_no_food.no_money.risk_of_mines.risk_of_airstrike.heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.blocked_routes.sleep_open.dont_know.other,
difficulties_no_food.no_money.risk_of_mines.risk_of_airstrike.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.dont_know.none,
difficulties_no_food.no_money.risk_of_mines.risk_of_airstrike.travelling_children_elderly.blocked_routes.sleep_open,
difficulties_no_food.risk_of_airstrike.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..blocked_routes,
difficulties_no_food.risk_of_airstrike.Dangerous_river_crossing..Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.sleep_open.dont_know,
difficulties_no_food.risk_of_airstrike.dont_know,
difficulties_no_food.risk_of_airstrike.risk_of_direct_shooting.Risk_of_indirect_fire..other,
difficulties_no_food.risk_of_airstrike.Risk_of_indirect_fire..dont_know.none.other,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.sleep_open.none,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..heat_strong_sun.travelling_disabled_ill.blocked_routes.sleep_open.none,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..risk_of_direct_shooting.travelling_children_elderly.blocked_routes.dont_know.none,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..Risk_of_indirect_fire..none.other,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..Risk_of_indirect_fire..travelling_children_elderly.dont_know.other,
difficulties_no_food.risk_of_mines.Dangerous_river_crossing..Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.none,
difficulties_no_food.risk_of_mines.heat_strong_sun.risk_of_direct_shooting.travelling_children_elderly.blocked_routes.other,
difficulties_no_food.risk_of_mines.heat_strong_sun.risk_of_direct_shooting.travelling_children_elderly.blocked_routes.sleep_open.dont_know,
difficulties_no_food.risk_of_mines.heat_strong_sun.Risk_of_indirect_fire..travelling_children_elderly.blocked_routes.other,
difficulties_no_food.risk_of_mines.heat_strong_sun.Risk_of_indirect_fire..travelling_children_elderly.travelling_disabled_ill.sleep_open.none,
difficulties_no_food.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..heat_strong_sun.risk_of_direct_shooting.Risk_of_indirect_fire..travelling_disabled_ill.dont_know,
difficulties_no_food.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..risk_of_direct_shooting.travelling_disabled_ill.blocked_routes.sleep_open.dont_know.none,
difficulties_no_food.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..risk_of_direct_shooting.travelling_disabled_ill.none,
difficulties_no_food.risk_of_mines.risk_of_airstrike.Dangerous_river_crossing..travelling_children_elderly.travelling_disabled_ill.blocked_routes.dont_know,
