variable,variable_num
stop_points_loc_district_ain_al_arab.as_safira.jebel_saman.menbij.quamishli.ras_al_ain.ar_raqqa.ath_thawrah.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_ain_al_arab.as_safira.menbij.al_hasakeh.al_malikeyyeh.quamishli.ras_al_ain.ar_raqqa.al_mayadin,
stop_points_loc_district_ain_al_arab.as_safira.menbij.al_hasakeh.al_malikeyyeh.quamishli.tell_abiad.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_ain_al_arab.as_safira.menbij.quamishli.ar_raqqa.al_mayadin,
stop_points_loc_district_ain_al_arab.as_safira.menbij.ras_al_ain.tell_abiad.abu_kamal.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_ain_al_arab.jarablus.menbij.al_hasakeh.quamishli.ras_al_ain.ath_thawrah.al_mayadin.other,
stop_points_loc_district_ain_al_arab.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.ras_al_ain.ath_thawrah.tell_abiad.abu_kamal.al_mayadin,
stop_points_loc_district_ain_al_arab.jebel_saman.menbij.al_hasakeh.ras_al_ain,
stop_points_loc_district_ain_al_arab.menbij.al_hasakeh.ar_raqqa.tell_abiad,
stop_points_loc_district_ain_al_arab.menbij.al_malikeyyeh.quamishli.ar_raqqa.abu_kamal.al_mayadin.other,
stop_points_loc_district_al_bab.a_zaz.al_hasakeh.quamishli.ar_raqqa.ath_thawrah.tell_abiad.abu_kamal.al_mayadin,
stop_points_loc_district_al_bab.a_zaz.jarablus.al_hasakeh.al_malikeyyeh.quamishli.ras_al_ain.tell_abiad.al_mayadin,
stop_points_loc_district_al_bab.a_zaz.jarablus.al_hasakeh.ras_al_ain.ar_raqqa.ath_thawrah.other,
stop_points_loc_district_al_bab.a_zaz.jarablus.al_hasakeh.ras_al_ain.ath_thawrah.tell_abiad,
stop_points_loc_district_al_bab.a_zaz.jarablus.al_malikeyyeh.quamishli.ath_thawrah.deir_ez_zor.other,
stop_points_loc_district_al_bab.a_zaz.jarablus.jebel_saman.al_hasakeh.al_malikeyyeh.quamishli.ar_raqqa.ath_thawrah.abu_kamal.deir_ez_zor.other,
stop_points_loc_district_al_bab.a_zaz.jarablus.jebel_saman.al_hasakeh.ras_al_ain.ar_raqqa.ath_thawrah.tell_abiad.al_mayadin,
stop_points_loc_district_al_bab.a_zaz.jarablus.jebel_saman.ar_raqqa.ath_thawrah.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.a_zaz.jarablus.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.ar_raqqa.tell_abiad.al_mayadin,
stop_points_loc_district_al_bab.a_zaz.jarablus.jebel_saman.ras_al_ain.ar_raqqa.tell_abiad.deir_ez_zor,
stop_points_loc_district_al_bab.a_zaz.jarablus.menbij.al_hasakeh.al_malikeyyeh.quamishli.ar_raqqa.tell_abiad.abu_kamal.other,
stop_points_loc_district_al_bab.a_zaz.jebel_saman.al_hasakeh.quamishli.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.al_hasakeh.ath_thawrah.tell_abiad.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.ar_raqqa.ath_thawrah.tell_abiad.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.as_safira.a_zaz.jarablus.jebel_saman.quamishli.ras_al_ain.ath_thawrah.other,
stop_points_loc_district_al_bab.as_safira.a_zaz.jarablus.menbij.ras_al_ain.ar_raqqa.ath_thawrah.abu_kamal.deir_ez_zor.other,
stop_points_loc_district_al_bab.as_safira.a_zaz.jarablus.quamishli.ras_al_ain.ath_thawrah.tell_abiad.abu_kamal.al_mayadin.other,
stop_points_loc_district_al_bab.as_safira.a_zaz.jebel_saman.menbij.ras_al_ain.ath_thawrah.tell_abiad,
stop_points_loc_district_al_bab.as_safira.a_zaz.menbij.al_hasakeh,
stop_points_loc_district_al_bab.as_safira.a_zaz.ras_al_ain.deir_ez_zor,
stop_points_loc_district_al_bab.as_safira.al_hasakeh.al_malikeyyeh.ar_raqqa.ath_thawrah.tell_abiad.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_al_bab.as_safira.jarablus.jebel_saman.al_hasakeh.quamishli.ar_raqqa.tell_abiad.abu_kamal,
stop_points_loc_district_al_bab.as_safira.jarablus.jebel_saman.menbij.al_hasakeh.quamishli.ar_raqqa.tell_abiad.abu_kamal.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_al_bab.as_safira.jarablus.jebel_saman.menbij.quamishli.ath_thawrah.tell_abiad.deir_ez_zor,
stop_points_loc_district_al_bab.as_safira.jarablus.jebel_saman.menbij.quamishli.ras_al_ain.ath_thawrah.tell_abiad.abu_kamal.al_mayadin.other,
stop_points_loc_district_al_bab.as_safira.menbij.al_hasakeh.ras_al_ain.tell_abiad.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.as_safira.menbij.al_malikeyyeh.quamishli.ath_thawrah,
stop_points_loc_district_al_bab.jarablus.jebel_saman.al_malikeyyeh.ath_thawrah.abu_kamal,
stop_points_loc_district_al_bab.jarablus.jebel_saman.al_malikeyyeh.quamishli.ar_raqqa.abu_kamal.al_mayadin.other,
stop_points_loc_district_al_bab.jarablus.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.quamishli.ras_al_ain.ar_raqqa.ath_thawrah.abu_kamal.other,
stop_points_loc_district_al_bab.jarablus.jebel_saman.menbij.al_malikeyyeh.quamishli.ath_thawrah.tell_abiad.deir_ez_zor,
stop_points_loc_district_al_bab.jebel_saman.al_hasakeh.al_malikeyyeh.ras_al_ain.abu_kamal.al_mayadin.other,
stop_points_loc_district_al_bab.jebel_saman.quamishli.al_mayadin.deir_ez_zor,
stop_points_loc_district_al_bab.menbij.al_malikeyyeh.ras_al_ain.ar_raqqa.deir_ez_zor,
stop_points_loc_district_as_safira.a_zaz.jarablus.jebel_saman.al_hasakeh.quamishli.ras_al_ain.ar_raqqa.ath_thawrah.tell_abiad.al_mayadin,
stop_points_loc_district_as_safira.a_zaz.jarablus.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.ras_al_ain.ar_raqqa.ath_thawrah.abu_kamal.al_mayadin,
stop_points_loc_district_as_safira.a_zaz.menbij.al_hasakeh.al_malikeyyeh.ras_al_ain.tell_abiad.abu_kamal.al_mayadin,
stop_points_loc_district_as_safira.al_hasakeh.al_malikeyyeh.quamishli.ras_al_ain.ath_thawrah.deir_ez_zor.other,
stop_points_loc_district_as_safira.jarablus.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.ras_al_ain.ar_raqqa.abu_kamal,
stop_points_loc_district_as_safira.jarablus.jebel_saman.menbij.ras_al_ain.ath_thawrah.abu_kamal.al_mayadin.other,
stop_points_loc_district_as_safira.jarablus.menbij.ath_thawrah.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_as_safira.jebel_saman.al_hasakeh.quamishli.ras_al_ain.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_as_safira.jebel_saman.menbij.al_hasakeh.al_malikeyyeh.quamishli.abu_kamal.deir_ez_zor,
stop_points_loc_district_jarablus.al_hasakeh.al_malikeyyeh.ras_al_ain.ath_thawrah.tell_abiad.abu_kamal.al_mayadin.deir_ez_zor,
stop_points_loc_district_jarablus.al_malikeyyeh.ras_al_ain.ath_thawrah.abu_kamal.al_mayadin,
stop_points_loc_district_jarablus.jebel_saman.menbij.al_malikeyyeh.ras_al_ain.ar_raqqa.tell_abiad.abu_kamal.other,
stop_points_loc_district_jarablus.menbij.al_malikeyyeh.al_mayadin.other,
stop_points_loc_district_jebel_saman.menbij.al_hasakeh.al_malikeyyeh.quamishli.ar_raqqa.tell_abiad.al_mayadin.deir_ez_zor.other,
stop_points_loc_district_jebel_saman.menbij.al_malikeyyeh.ar_raqqa.ath_thawrah.tell_abiad.abu_kamal.deir_ez_zor,
stop_points_location_afrin.ain_al_arab.a_rima.as_safira.nabul.suran.tall_refaat.atareb.daret_azza.zarbah.maskana.menbij.markada.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.tal_hmis.ras_al_ain.ar_raqqa.maadan.sabka.al_thawrah.jurneyyeh.ein_issa.suluk.tell_abiad.hajin.jalaa.al_mayadin.ashara.thiban.khasham.kisreh.muhasan.sur,
stop_points_location_afrin.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.aghtrin.mare.nabul.suran.daret_azza.haritan.jebel_saman.abu_qalqal.areesheh.hole.shadadah.jawadiyah.ya_robiyah.amuda.quamishli.tal_hmis.maadan.al_thawrah.jurneyyeh.suluk.tell_abiad.abu_kamal.al_mayadin.ashara.thiban.basira.khasham.kisreh.muhasan.other,
stop_points_location_afrin.bulbul.ain_al_arab.lower_shyookh.sarin.a_rima.ar_raee.dayr_hafir.eastern_kwaires..tadaf.as_safira.banan.hajeb.khanaser.azaz.nabul.suran.ghandorah.atareb.haritan.zarbah.al_khafsa.maskana.menbij.areesheh.markada.al_malikeyyeh.ya_robiyah.quamishli.darbasiyah.ras_al_ain.karama.maadan.al_thawrah.jurneyyeh.ein_issa.abu_kamal.hajin.jalaa.susat.ashara.thiban.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.jandairis.ain_al_arab.lower_shyookh.sarin.ar_raee.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.aghtrin.mare.suran.tall_refaat.atareb.hadher.jebel_saman.zarbah.ber_al_hulo_al_wardeyyeh.hole.markada.darbasiyah.karama.maadan.sabka.al_thawrah.mansura.ein_issa.suluk.abu_kamal.hajin.susat.al_mayadin.thiban.basira.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.lower_shyookh.a_rima.ar_raee.dayr_hafir.tadaf.as_safira.banan.hajeb.aghtrin.azaz.nabul.suran.hadher.zarbah.menbij.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.darbasiyah.ar_raqqa.karama.maadan.sabka.al_thawrah.ein_issa.abu_kamal.jalaa.susat.thiban.deir_ez_zor.khasham.kisreh.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..tadaf.as_safira.hajeb.khanaser.mare.suran.tall_refaat.ghandorah.jarablus.daret_azza.hadher.haritan.tall_ed_daman.zarbah.abu_qalqal.maskana.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.ya_robiyah.amuda.ar_raqqa.karama.al_thawrah.jurneyyeh.ein_issa.hajin.al_mayadin.ashara.thiban.basira.deir_ez_zor.kisreh.sur.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.ain_al_arab.lower_shyookh.al_bab.a_rima.ar_raee.dayr_hafir.as_safira.banan.hajeb.khanaser.aghtrin.mare.suran.tall_refaat.jarablus.atareb.hadher.jebel_saman.maskana.menbij.al_hasakeh.areesheh.tal_tamer.jawadiyah.ya_robiyah.amuda.quamishli.ras_al_ain.maadan.sabka.al_thawrah.jurneyyeh.thiban.basira.deir_ez_zor.khasham.tabni.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.lower_shyookh.al_bab.eastern_kwaires..tadaf.hajeb.aghtrin.azaz.mare.tall_refaat.ghandorah.jarablus.daret_azza.hadher.haritan.jebel_saman.zarbah.abu_qalqal.al_khafsa.menbij.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.ar_raqqa.maadan.sabka.al_thawrah.ein_issa.abu_kamal.al_mayadin.ashara.basira.deir_ez_zor.muhasan.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.lower_shyookh.sarin.a_rima.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.mare.tall_refaat.atareb.hadher.jebel_saman.tall_ed_daman.abu_qalqal.al_hasakeh.areesheh.hole.markada.shadadah.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.darbasiyah.karama.sabka.al_thawrah.mansura.ein_issa.suluk.hajin.susat.ashara.thiban.basira.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.lower_shyookh.sarin.al_bab.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.aghtrin.mare.nabul.suran.daret_azza.haritan.jebel_saman.abu_qalqal.al_khafsa.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.markada.tal_tamer.al_malikeyyeh.ya_robiyah.tal_hmis.darbasiyah.maadan.jurneyyeh.jalaa.thiban.basira.deir_ez_zor.muhasan.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.aghtrin.azaz.mare.nabul.jarablus.atareb.hadher.jebel_saman.tall_ed_daman.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.tal_tamer.al_malikeyyeh.amuda.quamishli.darbasiyah.ras_al_ain.ar_raqqa.maadan.suluk.tell_abiad.jalaa.susat.al_mayadin.thiban.basira.deir_ez_zor.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.sharan.ain_al_arab.sarin.ar_raee.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.aghtrin.ghandorah.jarablus.atareb.hadher.haritan.jebel_saman.zarbah.abu_qalqal.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.tal_tamer.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.darbasiyah.maadan.al_thawrah.jurneyyeh.mansura.tell_abiad.abu_kamal.ashara.khasham.kisreh.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.al_bab.dayr_hafir.tadaf.as_safira.banan.khanaser.azaz.mare.nabul.haritan.tall_ed_daman.al_khafsa.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.shadadah.al_malikeyyeh.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.al_thawrah.jurneyyeh.ein_issa.hajin.jalaa.susat.al_mayadin.basira.sur.tabni.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.aghtrin.nabul.tall_refaat.jarablus.atareb.hadher.haritan.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.al_malikeyyeh.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.maadan.sabka.al_thawrah.ein_issa.hajin.deir_ez_zor.kisreh.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.raju.sharan.sheikh_el_hadid.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.khanaser.nabul.tall_refaat.jarablus.atareb.tall_ed_daman.zarbah.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.shadadah.ya_robiyah.qahtaniyyeh.tal_hmis.karama.maadan.sabka.mansura.ein_issa.suluk.abu_kamal.hajin.al_mayadin.deir_ez_zor.muhasan.tabni,
stop_points_location_afrin.bulbul.jandairis.ma_btali.sharan.ain_al_arab.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.hajeb.khanaser.aghtrin.azaz.mare.atareb.daret_azza.haritan.jebel_saman.al_khafsa.maskana.menbij.al_hasakeh.areesheh.markada.shadadah.tal_tamer.jawadiyah.amuda.qahtaniyyeh.quamishli.darbasiyah.ar_raqqa.karama.sabka.al_thawrah.mansura.suluk.tell_abiad.jalaa.ashara.kisreh.muhasan.sur.tabni.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.sharan.sarin.a_rima.dayr_hafir.khanaser.aghtrin.azaz.mare.nabul.hadher.jebel_saman.tall_ed_daman.zarbah.menbij.areesheh.hole.markada.shadadah.al_malikeyyeh.amuda.qahtaniyyeh.darbasiyah.ras_al_ain.karama.maadan.sabka.mansura.ein_issa.tell_abiad.hajin.thiban.khasham.sur,
stop_points_location_afrin.bulbul.jandairis.ma_btali.sharan.sheikh_el_hadid.tadaf.as_safira.banan.hajeb.khanaser.nabul.daret_azza.jebel_saman.al_khafsa.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.jawadiyah.quamishli.tal_hmis.ras_al_ain.ar_raqqa.maadan.sabka.suluk.hajin.susat.al_mayadin.deir_ez_zor.kisreh.sur.tabni.other,
stop_points_location_afrin.bulbul.jandairis.ma_btali.sheikh_el_hadid.ain_al_arab.lower_shyookh.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.banan.khanaser.aghtrin.suran.jarablus.daret_azza.jebel_saman.tall_ed_daman.abu_qalqal.maskana.menbij.al_hasakeh.hole.markada.shadadah.tal_tamer.ya_robiyah.quamishli.ras_al_ain.ar_raqqa.sabka.al_thawrah.jurneyyeh.ein_issa.suluk.susat.ashara.basira.kisreh.sur.tabni,
stop_points_location_afrin.bulbul.jandairis.raju.ain_al_arab.a_rima.dayr_hafir.tadaf.banan.khanaser.aghtrin.azaz.mare.tall_refaat.atareb.hadher.haritan.tall_ed_daman.abu_qalqal.al_khafsa.areesheh.shadadah.amuda.qahtaniyyeh.quamishli.karama.maadan.sabka.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.tell_abiad.hajin.jalaa.susat.ashara.thiban.deir_ez_zor.kisreh.tabni.other,
stop_points_location_afrin.bulbul.jandairis.raju.sharan.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.azaz.mare.nabul.tall_refaat.jarablus.daret_azza.haritan.abu_qalqal.al_khafsa.menbij.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.quamishli.tal_hmis.ras_al_ain.ar_raqqa.karama.maadan.sabka.jurneyyeh.suluk.tell_abiad.abu_kamal.hajin.susat.thiban.deir_ez_zor.khasham.tabni,
stop_points_location_afrin.bulbul.jandairis.raju.sheikh_el_hadid.ain_al_arab.sarin.a_rima.ar_raee.eastern_kwaires..tadaf.banan.hajeb.azaz.nabul.suran.tall_refaat.hadher.jebel_saman.tall_ed_daman.zarbah.al_hasakeh.hole.markada.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.quamishli.tal_hmis.ras_al_ain.ar_raqqa.karama.sabka.al_thawrah.tell_abiad.al_mayadin.ashara.basira.deir_ez_zor.khasham.other,
stop_points_location_afrin.bulbul.jandairis.sharan.lower_shyookh.al_bab.ar_raee.eastern_kwaires..tadaf.as_safira.banan.hajeb.ghandorah.jarablus.atareb.daret_azza.hadher.tall_ed_daman.abu_qalqal.al_khafsa.maskana.menbij.areesheh.hole.markada.shadadah.tal_tamer.amuda.qahtaniyyeh.tal_hmis.ras_al_ain.ar_raqqa.maadan.sabka.jurneyyeh.ein_issa.tell_abiad.abu_kamal.jalaa.ashara.thiban.khasham.sur.tabni,
stop_points_location_afrin.bulbul.jandairis.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.a_rima.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.khanaser.mare.nabul.tall_refaat.ghandorah.jarablus.atareb.daret_azza.haritan.zarbah.abu_qalqal.menbij.al_hasakeh.areesheh.markada.ya_robiyah.tal_hmis.darbasiyah.ar_raqqa.karama.al_thawrah.ein_issa.suluk.tell_abiad.abu_kamal.jalaa.susat.basira.khasham.kisreh.muhasan.tabni,
stop_points_location_afrin.bulbul.jandairis.sheikh_el_hadid.as_safira.khanaser.aghtrin.azaz.suran.ghandorah.jarablus.atareb.daret_azza.haritan.tall_ed_daman.abu_qalqal.maskana.menbij.al_hasakeh.areesheh.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.tal_hmis.darbasiyah.ar_raqqa.sabka.al_thawrah.mansura.tell_abiad.al_mayadin.deir_ez_zor.khasham.kisreh.sur.tabni.other,
stop_points_location_afrin.bulbul.ma_btali.raju.ain_al_arab.lower_shyookh.sarin.al_bab.a_rima.dayr_hafir.rasm_haram_el_imam.tadaf.hajeb.khanaser.azaz.nabul.suran.ghandorah.daret_azza.jebel_saman.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.quamishli.tal_hmis.darbasiyah.karama.maadan.al_thawrah.mansura.ein_issa.tell_abiad.abu_kamal.hajin.jalaa.susat.thiban.deir_ez_zor.kisreh,
stop_points_location_afrin.bulbul.ma_btali.raju.al_bab.a_rima.ar_raee.rasm_haram_el_imam.banan.hajeb.khanaser.aghtrin.mare.nabul.suran.tall_refaat.ghandorah.jebel_saman.zarbah.maskana.al_hasakeh.areesheh.hole.markada.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.quamishli.darbasiyah.maadan.sabka.al_thawrah.jurneyyeh.jalaa.susat.al_mayadin.basira.khasham.kisreh,
stop_points_location_afrin.bulbul.ma_btali.raju.eastern_kwaires..tadaf.as_safira.banan.hajeb.khanaser.nabul.tall_refaat.ghandorah.atareb.hadher.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.quamishli.tal_hmis.ras_al_ain.karama.al_thawrah.jurneyyeh.suluk.abu_kamal.al_mayadin.ashara.kisreh.sur,
stop_points_location_afrin.bulbul.ma_btali.raju.sharan.ain_al_arab.sarin.al_bab.eastern_kwaires..tadaf.banan.hajeb.aghtrin.azaz.suran.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.al_khafsa.maskana.al_hasakeh.areesheh.hole.markada.shadadah.tal_tamer.jawadiyah.amuda.qahtaniyyeh.tal_hmis.darbasiyah.ras_al_ain.maadan.sabka.jurneyyeh.mansura.suluk.tell_abiad.abu_kamal.jalaa.susat.al_mayadin.sur.other,
stop_points_location_afrin.bulbul.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.tadaf.banan.khanaser.azaz.nabul.tall_refaat.atareb.hadher.haritan.jebel_saman.al_khafsa.menbij.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.karama.maadan.al_thawrah.abu_kamal.hajin.al_mayadin.thiban.basira.other,
stop_points_location_afrin.bulbul.ma_btali.raju.sheikh_el_hadid.ain_al_arab.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.hajeb.khanaser.aghtrin.azaz.ghandorah.daret_azza.jebel_saman.zarbah.al_khafsa.menbij.ber_al_hulo_al_wardeyyeh.markada.shadadah.tal_tamer.al_malikeyyeh.quamishli.ar_raqqa.karama.tell_abiad.jalaa.susat.al_mayadin.thiban.basira.khasham.muhasan,
stop_points_location_afrin.bulbul.ma_btali.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.banan.hajeb.khanaser.mare.nabul.suran.ghandorah.atareb.daret_azza.jebel_saman.maskana.areesheh.hole.markada.shadadah.al_malikeyyeh.ya_robiyah.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.karama.maadan.jurneyyeh.mansura.abu_kamal.jalaa.susat.thiban.basira.khasham.other,
stop_points_location_afrin.bulbul.ma_btali.raju.sheikh_el_hadid.lower_shyookh.sarin.al_bab.eastern_kwaires..banan.khanaser.aghtrin.azaz.mare.nabul.suran.tall_refaat.daret_azza.jebel_saman.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.al_malikeyyeh.amuda.tal_hmis.darbasiyah.karama.mansura.suluk.tell_abiad.hajin.jalaa.susat.al_mayadin.ashara.thiban.deir_ez_zor.khasham.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.ma_btali.sharan.ain_al_arab.lower_shyookh.sarin.ar_raee.rasm_haram_el_imam.tadaf.aghtrin.azaz.ghandorah.jarablus.haritan.jebel_saman.zarbah.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.al_malikeyyeh.ya_robiyah.qahtaniyyeh.sabka.al_thawrah.jurneyyeh.ein_issa.tell_abiad.jalaa.thiban.basira.deir_ez_zor.sur.other,
stop_points_location_afrin.bulbul.ma_btali.sharan.lower_shyookh.sarin.ar_raee.eastern_kwaires..rasm_haram_el_imam.aghtrin.mare.nabul.daret_azza.haritan.zarbah.maskana.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.jawadiyah.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.maadan.sabka.jurneyyeh.ein_issa.suluk.abu_kamal.hajin.susat.ashara.thiban.deir_ez_zor.khasham.sur.tabni.other,
stop_points_location_afrin.bulbul.ma_btali.sharan.sheikh_el_hadid.a_rima.ar_raee.dayr_hafir.banan.mare.nabul.tall_refaat.atareb.daret_azza.haritan.jebel_saman.tall_ed_daman.zarbah.maskana.menbij.hole.markada.shadadah.amuda.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.ar_raqqa.al_thawrah.mansura.suluk.hajin.susat.ashara.deir_ez_zor.khasham.muhasan.sur.other,
stop_points_location_afrin.bulbul.ma_btali.sharan.sheikh_el_hadid.al_bab.a_rima.eastern_kwaires..as_safira.azaz.nabul.tall_refaat.ghandorah.jarablus.atareb.abu_qalqal.al_khafsa.maskana.al_hasakeh.areesheh.shadadah.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.darbasiyah.ras_al_ain.karama.al_thawrah.ein_issa.suluk.hajin.jalaa.susat.al_mayadin.thiban.basira.khasham,
stop_points_location_afrin.bulbul.ma_btali.sheikh_el_hadid.lower_shyookh.sarin.al_bab.eastern_kwaires..tadaf.banan.hajeb.khanaser.aghtrin.nabul.suran.tall_refaat.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.maskana.menbij.areesheh.ber_al_hulo_al_wardeyyeh.tal_tamer.qahtaniyyeh.darbasiyah.ar_raqqa.maadan.al_thawrah.jurneyyeh.mansura.tell_abiad.abu_kamal.thiban.deir_ez_zor.khasham.muhasan.sur,
stop_points_location_afrin.bulbul.raju.sharan.ain_al_arab.lower_shyookh.al_bab.ar_raee.eastern_kwaires..banan.hajeb.aghtrin.mare.nabul.suran.jarablus.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.amuda.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.al_thawrah.ein_issa.suluk.abu_kamal.hajin.susat.al_mayadin.ashara.basira.deir_ez_zor.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_afrin.bulbul.raju.sharan.ain_al_arab.lower_shyookh.ar_raee.rasm_haram_el_imam.tadaf.as_safira.banan.nabul.suran.ghandorah.daret_azza.hadher.haritan.tall_ed_daman.abu_qalqal.al_hasakeh.areesheh.markada.shadadah.tal_tamer.ya_robiyah.amuda.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.maadan.ein_issa.tell_abiad.abu_kamal.hajin.jalaa.susat.thiban.basira.kisreh.muhasan.sur.tabni.other,
